ns,nd,nf,entropy,la,ld,lt,fix,NEDV,AGE,NUC,EXP,REXP,SEXP,bug_introducing
1,11,27,0.729333,1,1,0,0,2,81731,6,21,0,21,0
1,11,27,0.729333,0,2,2,0,2,81731,8,21,0,21,0
1,11,27,0.729333,5,4,-1,0,3,81731,14,21,0,21,0
1,11,27,0.729333,14,6,-8,0,3,81731,14,21,0,21,0
1,11,27,0.729333,14,6,-8,0,3,17210,7,21,0,21,0
1,11,27,0.729333,31,11,-20,0,2,17444,17,21,0,21,0
1,11,27,0.729333,2,2,0,0,4,82956,6,21,0,21,0
1,11,27,0.729333,1,1,0,0,4,82956,5,21,0,21,0
1,11,27,0.729333,12,8,-4,0,2,82956,3,21,0,21,0
1,11,27,0.729333,24,29,5,0,2,73047,2,21,0,21,0
1,11,27,0.729333,8,1,-7,0,2,73047,2,21,0,21,0
1,11,27,0.729333,231,69,-162,0,3,82956,4,21,0,21,0
1,11,27,0.729333,6,3,-3,0,4,86068,10,21,0,21,0
1,11,27,0.729333,4,0,-4,0,2,82869,4,21,0,21,0
1,1,1,0,628,0,-628,0,1,0,1,408,0,95,1
1,1,1,0,1,1,0,0,1,30073,20,657,19,657,0
1,1,1,0,375,0,-375,0,1,0,1,409,0,96,1
1,1,1,0,1,1,0,1,1,13566,21,658,20,658,0
1,1,1,0,148,195,47,0,1,81275,2,405,1,405,0
1,1,1,0,53,4,-49,0,1,49651,2,410,1,97,1
1,1,1,0,2,50,48,0,1,80138,3,659,2,659,0
1,1,1,0,10,4,-6,1,2,82926,3,660,1,660,0
1,11,28,0.747427,5,1,-4,0,3,58197,4,48,0,48,0
1,11,28,0.747427,36,17,-19,0,3,58197,5,48,0,48,0
1,11,28,0.747427,19,0,-19,0,4,33570,15,48,0,48,0
1,11,28,0.747427,0,10,10,0,4,85256,14,48,0,48,0
1,11,28,0.747427,0,0,0,0,5,77706,9,48,0,48,0
1,11,28,0.747427,32,2,-30,0,8,32606,48,48,0,48,0
1,11,28,0.747427,14,5,-9,0,5,78384,18,48,0,48,0
1,11,28,0.747427,19,4,-15,0,4,78307,13,48,0,48,0
1,11,28,0.747427,2,1,-1,0,3,77706,8,48,0,48,0
1,11,28,0.747427,51,27,-24,0,7,68232,44,48,0,48,0
1,11,28,0.747427,74,12,-62,0,6,78941,11,48,0,48,0
1,11,28,0.747427,10,0,-10,0,8,81573,31,48,0,48,0
1,11,28,0.747427,2,50,48,0,2,77706,3,48,0,48,0
1,11,28,0.747427,1,1,0,0,3,74135,6,48,0,48,0
